No,cell_line,position,cell_label,lnCFP,int_ratio mean,int_ratio std,int_ratio CV,int_diff mean,int_diff std,int_diff CV,mout avg mean,mout avg std,mout avg CV,barcode_number sum,BMP(ng/ml)
1,3,1,19,8.807657503489658,0.5514327607806735,0.034919924540597266,6.007613536408147,-6.934908941718521,0.6929946501150805,-9.480044449431805,0.38391159356119753,0.1721066992589515,42.529257727024905,10,64
1,3,1,20,8.234632257457505,0.5883725584418374,0.022251749494039987,3.501372836157242,-6.565133154473842,0.4257868271066553,-6.00447840856191,0.2858599636702021,0.07935420437004981,25.700597055980523,7,64
1,3,1,21,8.217033974358424,0.5666643197589682,0.03379337882144876,5.709676049498954,-6.530942340841977,0.7763036419144248,-11.380503943065264,0.42829149490028673,0.17586829485585295,39.31459645937635,12,64
1,3,1,22,8.30889309468624,0.5716707726089691,0.037256795826028144,5.644040800214283,-6.573621634407511,0.8175664946171939,-10.77082608338013,0.39296492742265743,0.18405073756039753,40.56153696920913,4,64
1,3,1,23,7.956805338892431,0.5794484820397722,0.025561512495236728,4.026995045445745,-6.4343698399883,0.49646764500593016,-7.043593882114324,0.44811680393723435,0.182728151889081,37.224048805103585,6,64
1,3,1,24,8.560530823323042,0.5733467717509633,0.009749358693688395,1.2023853598187588,-6.893287867709144,0.10480924973044278,-1.075123114510231,0.22009385770363793,0.04632694385774593,14.883693936416098,2,64
1,3,1,25,8.12823075327113,0.5670007091286452,0.039510089414900765,6.671601997435965,-6.793988201219506,0.8253290248562375,-11.630758809290077,0.30864373313824073,0.19296784868220268,59.859517436245426,12,64
1,3,1,26,8.167252880763327,0.5737031574241707,0.02390389781339859,3.8575191320048963,-6.6330202673889,0.3619649557199634,-5.052214796725505,0.39697918343344885,0.1272852691362627,29.6849974731903,7,64
1,3,1,27,8.811079427041516,0.5983983055371834,0.015954403154472756,2.1769305671204124,-6.18811335084228,0.22684051358913884,-2.9930690221796112,0.42134622345853523,0.13327221073241313,25.825864416796733,3,64
1,3,1,28,8.278151631291479,0.5993642677625556,0.019004887447442387,2.2421231148696714,-5.599055458472252,0.7325636464046675,-9.25157333885072,0.5674753991755637,0.2654466901034273,33.07617473609419,2,64
1,3,1,29,8.907228887343566,0.5688700316965729,0.026742869532910572,4.291452669164812,-7.096777362205903,0.31137343952674323,-4.005251208457356,0.22649382767837925,0.09796102560551981,39.48265318490637,6,64
